company_ISIN,name,headquarters,size,year_founded,ownership_type,industry,sector,revenue
PLPZU0000011,PZU Group,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
PTEDP0AM0009,EDP,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
PTGAL0AM0009,Galp,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
PTJMT0AE0001,Jéronimo Martins,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
QA0006929853,Qatar Islamic Bank,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
QA0006929879,Qatar International Islamic Bank,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
QA0006929895,Qatar National Bank,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
QA0007227752,Commercial Bank of Qatar,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
QA000A0KD6J5,Barwa,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
QA000A0KD6K3,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
QA000A0M8VM3,Masraf Al Rayan,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
QA000B982PM1,Dukhan Bank,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
SA0007879048,Riyad Bank,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
SA0007879055,Al Jazira Bank,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
SA0007879063,Saudi Investment Bank,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
SA0007879089,Saudi Awwal Bank,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
SA0007879105,Arab National Bank,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
SA0007879113,Al Rajhi Banking,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
SA0007879121,SABIC,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
SA0007879543,Saudi Telecom,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
SA0007879550,Saudi Electricity Company,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
SA0007879659,ZamZam Grand Suites Makkah,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
SA0007879782,Banque Bemo Saudi Fransi,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
SA000A0B89Q3,Saudi Industrial Property Authority,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
SA000A0BLA62,Jarir Bookstore,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
SA000A0D9HK3,Bank Albilad,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
SA000A0DM9P2,Etihad Atheeb Telecom,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
SA000A0DPSH3,Coop,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
SA000A0ETHT1,Almarai,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
SA000A0HNF36,Yansab,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
SA000A0JK5M3,Saudi Binladin,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
SA000A0KFKK0,SIPCHEM,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
SA000A0MQCJ2,Saudi Kayan,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
SA000A0MR864,Jabal Omar Development,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
SA1210540914,Bupa,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
SA122050HV19,Alinma Bank,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
SA123GA0ITH7,Ma’aden,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
SA12A0540J14,Rajhi Steel,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
SA12C051UH11,Mouwasat Medical Services,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
SA13L050IE10,Ministry of Health Kingdom of Saudi Arabia,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
SA14TG012N13,Saudi Aramco,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
SA1510P1UMH1,Dr. Sulaiman Al-Habib Medical Group,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
SA15CGS10H12,Acwa Power,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
SA15DHKGHBH4,Tadāwul,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
SA15GG53GHH3,Al Elm Information Security Company,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
SA15HG521213,Nahdi Medical Company,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
SA15T1L22JH8,SAL Saudi Logistics Services,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
SA55SG6H5716,ADES International Holding,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
SE0000106270,H&M,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
SE0000108227,SKF,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
SE0000112724,SCA,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
SE0000113250,Skanska,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
SE0000114837,Trelleborg,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
SE0000115446,Volvo Cars,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
SE0000163594,Securitas,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
SE0000242455,Swedbank,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
SE0000667891,Sandvik,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
SE0000667925,Telia Company,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
SE0000695876,Alfa Laval,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
SE0001515552,Indutrade,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
SE0005127818,Sagax,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
SE0005190238,Tele2,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
SE0007100599,Svenska Handelsbanken,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
SE0009922164,Essity,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
SE0012673267,Evolution,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
SE0012853455,EQT Group,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
SE0014781795,Addtech,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
SE0015658109,Epiroc,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
SE0015811963,Investor AB,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
SE0015949748,Beijer Ref,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
SE0015961909,Hexagon Purus,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
SE0015988019,Nibe Industrier,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
SE0017486889,Atlas Copco,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
SE0021921269,Saab Group,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
SG1F60858221,ST Engineering,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
SG1J26887955,Singapore Mercantile Exchange,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
SG1L01001701,DBS Bank,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
SG1M31001969,United Overseas Bank,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
SG1R50925390,SembCorp,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
SG1S04926220,OCBC,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
SG1T56930848,Wilmar Consultancy Services,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
SG1T75931496,Singtel,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
SG1U68934629,Keppel Seghers,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
SG1U76934819,Yangzijiang Shipbuilding Group,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
SG1V61937297,Singapore Airlines,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
SG9999015267,BOC Aviation,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
SGXE21576413,Genting Singapore,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
SGXE62145532,CapitaLand,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
TH0003010Z04,Siam City Cement,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
TH0016010009,KASIKORNBANK,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
TH0068010Z07,TMBThanachart Bank Public,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
TH0101A10Z01,Charoen Pokphand Foods,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
TH0128B10Z09,Minor International,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
TH0168A10Z01,Bumrungrad International Hospital,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
TH0264A10Z04,Bangkok Dusit Medical Services,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
TH0268010Z03,AIS,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
TH0355A10Z04,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
TH0481B10Z00,Central Pattana,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
TH0528A10Z06,Delta Electronics Thailand,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
TH0646010Z00,PTTEP,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
TH0661010007,HomePro,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
TH0737010Y08,CP ALL,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
TH0765010Z08,Airports of Thailand,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
THA099010003,PTT,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
THA790010005,SCB X,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
THB231010000,True Corporation,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
THC450010002,CP Axtra Public Company,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
THC903010013,Gulf Marketing Group,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
TRAAKBNK91N6,Akbank,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
TRAEREGL91G3,Edemir,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
TRAISCTR91N2,Isbank,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
TRAKCHOL91Q8,Koç,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
TRAOTOSN91H6,Ford Otosan,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
TRASAHOL91Q5,Sabanci,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
TRASASAW91E4,SASA (Turkey),Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
TRASISEW91Q3,Sisecam,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
TRATCELL91M1,Turkcell,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
TRATUPRS91E8,Turkish Petroleum Refineries,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
TRAYKBNK91N6,Yapi Kredi,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
TREBIMM00018,BİM Birleşik Mağazalar,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
TRECOLA00011,Coca-Cola İçecek,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
TW0001101004,Taiwan Cement Corp,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
TW0001301000,Formosa Plastics,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
TW0001303006,Nan Ya Plastics,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
TW0001476000,Eclat Textile,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
TW0001519007,Fortune Electric,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
TW0002002003,China Steel Machinery Corporation,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
TW0002207008,Hotai Motor,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
TW0002301009,Lite-On Technology,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
TW0002303005,United Microelectronics,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
TW0002308004,Delta Electronics,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
TW0002324001,Compal Electronics,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
TW0002327004,Yageo,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
TW0002330008,TSMC,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
TW0002345006,Accton Technology,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
TW0002347002,Synnex Technology International,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
TW0002353000,Acer Group,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
TW0002356003,Inventec,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
TW0002357001,ASUS,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
TW0002376001,Giga-Byte Technology,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
TW0002377009,Micro-Star International,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
TW0002379005,RealTek Semiconductor Corp,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
TW0002382009,Quanta Computer,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
TW0002383007,Elite Material,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
TW0002395001,Advantech Technologies,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
TW0002409000,AUO Crystal,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
TW0002412004,Chunghwa Telecom,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
TW0002454006,MediaTek,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
TW0002474004,Catcher Technology,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
TW0002603008,Evergreen Marine,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
TW0002609005,Yang Ming,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
TW0002610003,China Airlines,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
TW0002615002,Wan Hai Lines,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
TW0002618006,EVA Air,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
TW0002633005,Taiwan High Speed Rail,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
TW0002801008,Chang Hwa Bank,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
TW0002834009,Taiwan Business Bank,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
TW0002880002,Hua Nan Financial Holdings,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
TW0002881000,Fubon Financial,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
TW0002882008,Cathay Financial Holding,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
TW0002883006,KGI Securities,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
TW0002884004,E.Sun,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
TW0002886009,Mega Financial,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
TW0002888005,Shin Kong,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
TW0002890001,SinoPac,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
TW0002891009,Chinatrust Financial Holding,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
TW0002892007,First Financial Holding,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
TW0002912003,President Chain Store,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
TW0003008009,Largan Precision,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
TW0003017000,Asia Vital Components,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
TW0003034005,Novatek Microelectronics,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
TW0003037008,Unimicron Technology,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
TW0003045001,Taiwan Mobile,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
TW0003231007,Wistron Information Technology & Services,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
TW0003293007,International Games System,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
TW0003443008,Global Unichip Corporation,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
TW0003481008,INNOLUX,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
TW0003529004,eMemory Technology,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
TW0003533006,LOTES,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
TW0003702007,WPG Holdings,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
TW0003711008,ASE Global,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
TW0004904008,Far EasTone,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
TW0004938006,Pegatron,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
TW0005876007,The Shanghai Commercial & Savings Bank,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
TW0006409006,Voltronic Power,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
TW0006446008,Pharmaessentia,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
TW0006488000,GlobalWafers,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
TW0006669005,Wiwynn,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
TW0008069006,Ink,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
TW0008464009,Nien Made Enterprise,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
TW0009904003,Pou Chen,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
TW0009910000,Feng Tay Enterprises,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
TW0009945006,Ruentex Group,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
US0010551028,Aflac Northern Ireland ,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
US00206R1023,AT&T,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
US0028241000,Abbott,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
US00287Y1091,AbbVie,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
US00724F1012,Adobe,"San Jose, CA",10000+ employees,1982,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD)
US0079031078,AMD,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
US00846U1016,Agilent Technologies,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
US0090661010,Airbnb,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
US0091581068,Air Products,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
US00971T1016,Akamai,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
US0130911037,Albertsons Companies,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
US0152711091,Alexandria Real Estate Equities,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
US0162551016,Align Technology,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
US0188021085,Alliant Energy,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
US0200021014,Allstate,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
US02043Q1076,Alnylam,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
US02079K3059,Alphabet (GB),Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
US02209S1033,Altria,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
US0231351067,Amazon,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
US0235865062,Haul,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
US0236081024,Ameren,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
US0255371017,American Electric Power,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
US0258161092,American Express Global Business Travel,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
US0259321042,American Financial Group,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
US02665T3068,AMH,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
US0268747849,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
US03027X1000,Tower Hamlets Council,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
US0304201033,American Water,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
US03073E1055,CenCore,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
US0311001004,AMETEK Programmable Power,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
US0311621009,Amgen,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
US0320951017,Amphenol Network Solutions,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
US0326541051,Analog Devices,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
US0357108390,Annaly Capital Management,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
US0367521038,Elevance Health,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
US03769M1062,Apollo Global Management,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
US0378331005,A is for Apple,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
US0382221051,Applied Materials,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
US03831W1080,AppLovin,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
US03990B1017,Ares Management,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
US0404132054,Arista Networks,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
US0494681010,Atlassian,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
US0495601058,Atmos Energy,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
US0527691069,Autodesk Authorized Training Center,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
US0530151036,Automatic Data Processing Geauga County,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
US0533321024,AutoZone,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
US0534841012,AvalonBay Communities,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
US05352A1007,Avantor,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
US0536111091,Avery Dennison,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
US05464C1018,Axon,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
US05722G1004,Baker Hughes,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
US0584981064,Ball State University,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
US0605051046,Bank of America Merchant Services,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
US0718131099,Baxter Regional Medical Center,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
US0758871091,embecta,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
US08265T2087,JN Bentley,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
US0844231029,W. R. Berkley,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
US0846707026,Berkshire Hathaway HomeServices,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
US0865161014,Best Buy,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
US09061G1013,BioMarin Pharmaceutical,"San Rafael, CA",1001 to 5000 employees,1997,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$500 million to $1 billion (USD)
US09062X1037,Biogen,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
US09260D1072,Blackstone Products,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
US09290D1019,Blackrock Neurotech,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
US0970231058,"Millennium Space Systems, A Boeing Company",Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
US09857L1089,Booking Holdings,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
US0995021062,Booz Allen Hamilton,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
US1011371077,Boston Scientific,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
US1101221083,Bristol Myers Squibb,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
US11133T1034,Broadridge,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
US1152361010,Brown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
US1156372096,Brown-Forman,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
US12008R1077,Builders FirstSource,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
US1220171060,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
US12503M1080,Cboe,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
US12504L1098,CBRE,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
US12514G1085,CDW,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
US1252691001,CF Industries,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
US12541W2098,C.H. Robinson,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
US12572Q1058,CME Group,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
US1264081035,CSX,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
US1266501006,CVS,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
US1270971039,Coterra Energy,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
US1273871087,Cadence,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
US1331311027,Camden Property Trust,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
US1344291091,The Campbell's Company,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
US14040H1059,TH March,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
US14149Y1082,Terence Cardinal Cooke Health Care Center,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
US1423391002,Carlisle Companies,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
US14316J1088,The Carlyle Group,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
US14448C1045,Carrier,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
US1468691027,CARVANA,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
US1491231015,Hungry Caterpillar Day Nurseries,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
US15135B1017,Centene,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
US15189T1079,CenterPoint Energy,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
US16119P1084,Charter Communications,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
US16411R2085,Cheniere Energy,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
US1651677353,Expand Energy,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
US1667641005,Chevron,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
